Wall time,Step,Value
1736460692.6938431,0,0.00753930676728487
1736460919.1734698,1,0.007312222383916378
1736461142.6319964,2,0.009979638271033764
1736461366.800069,3,0.012028544209897518
1736461591.0043004,4,0.012849876657128334
1736461815.5040536,5,0.013437608256936073
1736462041.9071074,6,0.010445780120790005
1736462264.4948308,7,0.010283893905580044
1736462487.5169864,8,0.013604387640953064
1736462711.5646636,9,0.010815678164362907
1736462934.7072363,10,0.01340037863701582
1736463158.542069,11,0.012934748083353043
1736463381.0140448,12,0.019205529242753983
1736463606.0134573,13,0.022448163479566574
1736463830.7781558,14,0.01683911308646202
1736464052.0671473,15,0.01722513884305954
1736464273.179186,16,0.016395511105656624
1736464496.612451,17,0.017631269991397858
1736464721.1774523,18,0.025293776765465736
1736464945.6887865,19,0.023496152833104134
1736465166.7558086,20,0.02470778115093708
1736465389.3660038,21,0.023466957733035088
1736465613.1574833,22,0.02747429721057415
1736465838.9670615,23,0.022018207237124443
1736466062.8438928,24,0.020333731546998024
1736466286.337067,25,0.03305964544415474
1736466510.7503765,26,0.04994639754295349
1736466737.6748517,27,0.028651976957917213
1736466961.7513409,28,0.04300055652856827
1736467186.7086587,29,0.037905219942331314
1736467409.3239424,30,0.062087807804346085
1736467635.222382,31,0.045390065759420395
1736467858.5586572,32,0.04839920997619629
1736468082.6530485,33,0.06298711895942688
1736468307.4765081,34,0.059666819870471954
1736468529.7779102,35,0.05783497914671898
1736468751.1941082,36,0.06688915938138962
1736468976.6314552,37,0.0554250106215477
1736469200.1942081,38,0.05263056233525276
1736469420.902869,39,0.08364979177713394
1736469645.8536248,40,0.0763663500547409
1736469867.0307624,41,0.09109851717948914
1736470089.4545856,42,0.09544774889945984
1736470315.4418273,43,0.07553327828645706
1736470537.3462605,44,0.09631957858800888
1736470761.6589108,45,0.0628267154097557
1736470985.6955335,46,0.07983911037445068
1736471209.3950725,47,0.08493122458457947
1736471431.8770208,48,0.10601191222667694
1736471657.9840078,49,0.08685477823019028
1736471880.426822,50,0.10902980715036392
1736472105.473466,51,0.09697537124156952
1736472327.187743,52,0.115435890853405
1736472547.4958415,53,0.092146135866642
1736472769.8893824,54,0.10930146276950836
1736472994.0575855,55,0.09947364777326584
1736473216.4349844,56,0.11260534822940826
1736473440.162752,57,0.12440700829029083
1736473663.3470664,58,0.1379171758890152
1736473895.124837,59,0.09918581694364548
1736474119.3937871,60,0.13863080739974976
1736474344.603794,61,0.1322174072265625
1736474567.072157,62,0.1359461545944214
1736474789.5044816,63,0.10876286774873734
1736475012.179847,64,0.14338324964046478
1736475237.117856,65,0.09890556335449219
1736475458.7986746,66,0.1309811919927597
1736475681.389309,67,0.12883859872817993
1736475904.4107108,68,0.1279803216457367
1736476127.915048,69,0.13197416067123413
1736476350.5374656,70,0.15466982126235962
1736476573.8918257,71,0.13550952076911926
1736476796.8100853,72,0.16358943283557892
1736477021.9871647,73,0.1456342488527298
1736477245.9534554,74,0.1331017017364502
1736477470.052351,75,0.19013015925884247
1736477694.1010263,76,0.12606437504291534
1736477916.271644,77,0.14133569598197937
1736478138.4672594,78,0.1597536951303482
1736478361.0480058,79,0.15367986261844635
1736478585.1951823,80,0.14662127196788788
1736478808.7423754,81,0.15164370834827423
1736479031.407844,82,0.17697077989578247
1736479254.2548826,83,0.15310408174991608
1736479477.2167513,84,0.11086774617433548
1736479699.7147677,85,0.15864324569702148
1736479923.738372,86,0.14899387955665588
1736480146.3342233,87,0.150393545627594
1736480369.9342132,88,0.1797691136598587
1736480593.8946502,89,0.1601332575082779
1736480814.5417304,90,0.18653245270252228
1736481037.0726316,91,0.1556948721408844
1736481259.5193965,92,0.2070583999156952
1736481482.5263343,93,0.15907998383045197
1736481703.9083998,94,0.17753866314888
1736481928.1878288,95,0.17481207847595215
1736482150.7692575,96,0.17507033050060272
1736482373.2041512,97,0.1607092320919037
1736482597.0561235,98,0.19431591033935547
1736482821.9541569,99,0.14203070104122162
1736483044.8500113,100,0.18644416332244873
1736483266.2014155,101,0.15554438531398773
1736483488.7519593,102,0.153290793299675
1736483710.2757206,103,0.20230339467525482
1736483934.8254945,104,0.23454780876636505
1736484159.4986594,105,0.17216825485229492
1736484382.1145415,106,0.15033666789531708
1736484603.0232425,107,0.20315605401992798
1736484826.2469163,108,0.1885436326265335
1736485050.3993802,109,0.21318979561328888
1736485272.149201,110,0.22689835727214813
1736485495.7865613,111,0.18056555092334747
1736485719.831248,112,0.18548470735549927
1736485942.4961233,113,0.1430087834596634
1736486163.9224472,114,0.20866474509239197
1736486385.340321,115,0.1897467076778412
1736486609.3868964,116,0.21329931914806366
1736486832.2925284,117,0.14035652577877045
1736487056.6107838,118,0.24203211069107056
1736487282.4276454,119,0.215780109167099
1736487503.7970424,120,0.2079634666442871
1736487726.539448,121,0.1642802357673645
1736487950.0162978,122,0.2658940255641937
1736488178.8828723,123,0.19472138583660126
1736488399.9991465,124,0.18430866301059723
1736488621.8453388,125,0.24678266048431396
1736488845.535392,126,0.18212439119815826
1736489067.0726643,127,0.18937353789806366
1736489290.0469422,128,0.19975130259990692
1736489512.9703124,129,0.21842284500598907
1736489735.9293916,130,0.17507627606391907
1736489960.686018,131,0.19491778314113617
1736490184.089842,132,0.1437387317419052
1736490408.212584,133,0.16608604788780212
1736490632.3361695,134,0.2429603487253189
1736490853.6589377,135,0.19267627596855164
1736491076.3303907,136,0.19740594923496246
1736491299.20031,137,0.15944218635559082
1736491521.0640392,138,0.18493543565273285
1736491742.067007,139,0.16803324222564697
1736491963.7430537,140,0.17625726759433746
1736492187.4160519,141,0.1897789090871811
1736492410.603897,142,0.1979490965604782
1736492632.561002,143,0.1713278591632843
1736492855.290517,144,0.16060513257980347
1736493080.012677,145,0.1698915809392929
1736493303.4886649,146,0.17342610657215118
1736493526.9576476,147,0.19254575669765472
1736493751.389031,148,0.1958252638578415
1736493973.7337325,149,0.16162611544132233
1736494195.6057558,150,0.18923330307006836
1736494418.137885,151,0.2125692367553711
1736494640.1114016,152,0.18935492634773254
1736494863.7818437,153,0.19430705904960632
