Wall time,Step,Value
1729643702.2293525,0,0.30383920669555664
1729644074.6720593,1,0.035552091896533966
1729644454.545449,2,0.031780749559402466
1729644828.0135844,3,0.09235920011997223
1729645185.5730145,4,0.05975905433297157
1729645541.2628086,5,0.07343083620071411
1729645914.5919538,6,0.06710659712553024
1729646291.6621828,7,0.09862884879112244
1729646656.4833415,8,0.06841392815113068
1729647016.922454,9,0.07533521950244904
1729647383.7241228,10,0.058032866567373276
1729647759.6197014,11,0.060893986374139786
1729648115.3881922,12,0.08158648759126663
1729648463.9785407,13,0.08686747401952744
1729648816.2867064,14,0.08011928200721741
1729649165.6696954,15,0.07688076794147491
1729649520.0362575,16,0.04419191554188728
1729649876.0726006,17,0.057154614478349686
1729650227.9855454,18,0.1050129309296608
1729650590.8910236,19,0.07091865688562393
1729650948.4566474,20,0.09868232905864716
1729651297.4909666,21,0.07943085581064224
1729651641.004161,22,0.0627763420343399
1729651982.9851453,23,0.08257480710744858
1729652335.1476903,24,0.08390010893344879
1729652688.0351205,25,0.11570663750171661
1729653033.5548167,26,0.1297692507505417
1729653392.6283975,27,0.10150396823883057
1729653748.6179504,28,0.13386565446853638
1729654117.1861584,29,0.15748701989650726
1729654479.1935685,30,0.13049471378326416
1729654834.051671,31,0.13323521614074707
1729655197.0696938,32,0.12304261326789856
1729655548.6345208,33,0.1327139288187027
1729655897.789918,34,0.17462146282196045
1729656263.5410314,35,0.16799882054328918
1729656619.3653278,36,0.17011483013629913
1729656972.023469,37,0.15759827196598053
1729657333.608248,38,0.20395612716674805
1729657691.1389487,39,0.14830748736858368
1729658049.7530408,40,0.17306572198867798
1729658405.7604208,41,0.16573242843151093
1729658750.379516,42,0.1908259242773056
1729659103.0661793,43,0.2021183967590332
1729659455.42773,44,0.23400762677192688
1729659808.1337223,45,0.16003300249576569
1729660167.4860024,46,0.19206824898719788
1729660520.960303,47,0.1320423185825348
1729660876.4613476,48,0.16523735225200653
1729661228.8664877,49,0.16448286175727844
1729661585.816036,50,0.14098802208900452
1729661941.0217538,51,0.17127203941345215
1729662287.5028892,52,0.17982445657253265
1729662644.2203887,53,0.17305715382099152
1729663012.7125554,54,0.18314118683338165
1729663375.4585905,55,0.20657409727573395
1729663733.268989,56,0.1388796865940094
1729664094.3346164,57,0.18724478781223297
1729664454.2470455,58,0.16643911600112915
1729664818.919619,59,0.18316741287708282
1729665168.0895863,60,0.20692162215709686
1729665524.6986892,61,0.17859342694282532
1729665872.7850235,62,0.16824346780776978
1729666228.415017,63,0.0713416188955307
1729666585.987254,64,0.13190975785255432
1729666942.09592,65,0.1637222170829773
1729667300.5659301,66,0.19269584119319916
1729667665.895705,67,0.16746576130390167
1729668031.7343137,68,0.21886661648750305
1729668392.4741404,69,0.15086834132671356
1729668746.9871805,70,0.2059924602508545
1729669103.43696,71,0.1558542102575302
1729669457.052264,72,0.17499075829982758
1729669803.5942328,73,0.15736062824726105
1729670149.399807,74,0.15825384855270386
1729670503.2681618,75,0.1993028223514557
1729670875.0319164,76,0.1358412206172943
1729671245.2500725,77,0.20241965353488922
1729671610.0879068,78,0.22552508115768433
1729671977.664957,79,0.22395597398281097
1729672340.0531425,80,0.19665922224521637
1729672693.8680549,81,0.14390112459659576
1729673051.7572398,82,0.18058425188064575
1729673412.220217,83,0.1435743123292923
1729673776.3449166,84,0.18947429955005646
1729674143.4038544,85,0.1816454827785492
1729674514.000618,86,0.1581093668937683
1729674879.3785517,87,0.18429721891880035
1729675245.7075832,88,0.23286208510398865
1729675615.034913,89,0.18878495693206787
1729675977.146609,90,0.14871686697006226
1729676343.5280433,91,0.19708065688610077
1729676708.2244747,92,0.21766485273838043
1729677082.0891035,93,0.13754038512706757
1729677448.4335947,94,0.19959166646003723
1729677798.9260151,95,0.1529959887266159
1729678154.3843608,96,0.18326346576213837
1729678507.8985283,97,0.20710186660289764
1729678861.38655,98,0.17117096483707428
1729679211.2348275,99,0.14321905374526978
1729679566.4785643,100,0.1525164544582367
1729679926.5043159,101,0.12707974016666412
1729680295.3893888,102,0.1792573630809784
1729680660.0819,103,0.19307921826839447
1729681022.2195518,104,0.12414874881505966
1729681388.67059,105,0.127061665058136
1729681742.0194793,106,0.14037056267261505
1729682096.6346533,107,0.1703849881887436
1729682468.4786155,108,0.18940165638923645
1729682834.5592082,109,0.11943494528532028
1729683184.1338673,110,0.12838470935821533
1729683520.3764174,111,0.0825173407793045
1729683867.1153672,112,0.17970341444015503
1729684197.858448,113,0.10288065671920776
1729684553.975648,114,0.1971033364534378
1729684906.942123,115,0.16780441999435425
1729685259.507308,116,0.1430911272764206
1729685593.7510214,117,0.17955245077610016
1729685934.3733315,118,0.15692350268363953
1729686287.5379088,119,0.17812718451023102
1729686637.053757,120,0.16836924850940704
1729686992.2809935,121,0.1294504553079605
1729687331.430431,122,0.1712566614151001
1729687692.95904,123,0.19255931675434113
1729688049.2222402,124,0.2093401551246643
1729688406.1911817,125,0.14140892028808594
1729688766.164965,126,0.14086757600307465
1729689107.1240585,127,0.20288532972335815
1729689450.8869648,128,0.1768551915884018
1729689796.6263685,129,0.1910926252603531
1729690146.3691707,130,0.17918558418750763
1729690495.7546194,131,0.12859216332435608
1729690839.7399373,132,0.1305813193321228
1729691196.090493,133,0.1424468606710434
1729691548.7791228,134,0.1833946406841278
1729691921.3542244,135,0.15919852256774902
1729692292.5708983,136,0.17700554430484772
1729692665.5304933,137,0.1568705141544342
1729693034.5508652,138,0.17286111414432526
1729693394.952595,139,0.17404790222644806
1729693749.563543,140,0.20715875923633575
1729694115.9670599,141,0.17444662749767303
1729694485.298633,142,0.15787412226200104
1729694848.6996202,143,0.16337178647518158
1729695205.002621,144,0.15277761220932007
1729695562.8823905,145,0.1442093551158905
1729695929.5013893,146,0.1393495798110962
1729696296.9396725,147,0.15498678386211395
1729696669.4390671,148,0.20521314442157745
1729697036.6753373,149,0.16545212268829346
1729697407.247067,150,0.1476394236087799
1729697773.3592002,151,0.20336633920669556
1729698133.918428,152,0.151316836476326
1729698504.552781,153,0.1609366238117218
1729698862.6642044,154,0.16076020896434784
1729699226.6218288,155,0.1747739166021347
1729699592.2184024,156,0.14958634972572327
1729699953.809396,157,0.19052579998970032
1729700320.1008198,158,0.14026443660259247
1729700690.005066,159,0.1493522673845291
1729701060.3627439,160,0.17861488461494446
1729701410.226368,161,0.15420596301555634
1729701752.864394,162,0.17722316086292267
1729702103.8645525,163,0.1541709154844284
1729702457.8662927,164,0.1726808100938797
1729702819.0596285,165,0.17464248836040497
1729703169.1340349,166,0.07801271229982376
1729703526.2789505,167,0.13120190799236298
1729703874.1030352,168,0.15241417288780212
1729704237.0953605,169,0.14314264059066772
1729704608.519456,170,0.18980231881141663
1729704976.9768727,171,0.1843012422323227
1729705347.7445598,172,0.12625940144062042
1729705713.6104639,173,0.14710624516010284
1729706083.5384717,174,0.1876724511384964
1729706454.606225,175,0.16617532074451447
1729706812.6456444,176,0.17486432194709778
1729707173.2403805,177,0.18683768808841705
