Wall time,Step,Value
1735461103.2041006,0,0.008148779161274433
1735461327.9928923,1,0.008907286450266838
1735461551.9122305,2,0.0098780682310462
1735461775.8373668,3,0.01039749663323164
1735461999.336236,4,0.013129636645317078
1735462222.7115273,5,0.01302023883908987
1735462447.9644508,6,0.016729528084397316
1735462671.0623043,7,0.01747826114296913
1735462894.7093992,8,0.015614782460033894
1735463118.221671,9,0.01742374897003174
1735463341.5745654,10,0.01881732977926731
1735463565.8542843,11,0.007574321702122688
1735463788.6245933,12,0.024363970384001732
1735464012.7061145,13,0.019122261554002762
1735464236.7024653,14,0.034603945910930634
1735464458.668875,15,0.029490288347005844
1735464680.029986,16,0.058739177882671356
1735464903.990364,17,0.06064410135149956
1735465128.9198942,18,0.07768239825963974
1735465352.8808384,19,0.0709463432431221
1735465574.1884534,20,0.09568355977535248
1735465797.130778,21,0.07977627217769623
1735466021.1063879,22,0.0923885628581047
1735466245.3172483,23,0.10048886388540268
1735466469.7338545,24,0.0730712041258812
1735466693.4562025,25,0.08825165033340454
1735466917.2137368,26,0.09835968166589737
1735467141.3748536,27,0.09872153401374817
1735467365.9538007,28,0.12333516031503677
1735467591.397982,29,0.11717573553323746
1735467814.3624108,30,0.1066119447350502
1735468038.6808708,31,0.1011299416422844
1735468262.2650974,32,0.1198195144534111
1735468486.5330222,33,0.13101081550121307
1735468711.218186,34,0.1335485577583313
1735468934.2620368,35,0.13431589305400848
1735469156.2241461,36,0.10441520065069199
1735469379.4826849,37,0.1268545389175415
1735469603.4810786,38,0.13544486463069916
1735469824.7539625,39,0.13886326551437378
1735470048.1069021,40,0.14069099724292755
1735470269.8491983,41,0.146234929561615
1735470491.6616216,42,0.11964519321918488
1735470715.9660401,43,0.11435715109109879
1735470938.2974463,44,0.14678484201431274
1735471161.5829737,45,0.13566353917121887
1735471386.0645707,46,0.11480125039815903
1735471609.9519534,47,0.15586410462856293
1735471833.0578756,48,0.1979716569185257
1735472057.6610534,49,0.158456951379776
1735472280.7330372,50,0.1642186939716339
1735472504.4620543,51,0.16456662118434906
1735472726.485337,52,0.1653151661157608
1735472946.6503835,53,0.14277847111225128
1735473169.3155303,54,0.15237106382846832
1735473393.8516603,55,0.16989007592201233
1735473616.4265447,56,0.16957874596118927
1735473840.3871193,57,0.18660934269428253
1735474063.192367,58,0.19233354926109314
1735474285.2784138,59,0.16257244348526
1735474509.9386737,60,0.2267761081457138
1735474734.7580934,61,0.194859579205513
1735474957.7388897,62,0.16355495154857635
1735475180.3437543,63,0.1652679443359375
1735475403.1899052,64,0.17923101782798767
1735475626.8056095,65,0.18096253275871277
1735475848.7505097,66,0.21696911752223969
1735476071.9155612,67,0.1589161604642868
1735476295.210782,68,0.15284070372581482
1735476518.979835,69,0.19134074449539185
1735476741.8792427,70,0.19810935854911804
1735476964.7971358,71,0.1636601835489273
1735477187.9641848,72,0.2123071253299713
1735477412.4084277,73,0.21838977932929993
1735477636.6093583,74,0.20110847055912018
1735477861.1731417,75,0.24438603222370148
1735478084.277853,76,0.19991931319236755
1735478306.7041216,77,0.21394939720630646
1735478529.1577647,78,0.20348012447357178
1735478752.2360744,79,0.16191336512565613
1735478976.76575,80,0.1898445338010788
1735479200.5387602,81,0.17739742994308472
1735479423.465922,82,0.1984022855758667
1735479646.6166885,83,0.2051236480474472
1735479869.4632318,84,0.21917927265167236
1735480092.35326,85,0.17664805054664612
1735480316.7589242,86,0.20707561075687408
1735480539.6382372,87,0.2066875696182251
1735480763.5963662,88,0.2085249125957489
1735480987.8157494,89,0.20978721976280212
1735481208.7498956,90,0.1883968859910965
1735481431.5643382,91,0.17650094628334045
1735481654.3677964,92,0.18532763421535492
1735481876.655459,93,0.1525696963071823
1735482098.278722,94,0.2234400063753128
1735482322.872736,95,0.20268359780311584
1735482545.9099262,96,0.19517356157302856
1735482768.4400072,97,0.22554071247577667
1735482992.8641322,98,0.24575786292552948
1735483218.4514325,99,0.25510692596435547
1735483441.8541307,100,0.24669574201107025
1735483663.6580493,101,0.18136931955814362
1735483886.632857,102,0.18411973118782043
1735484108.3926487,103,0.20366530120372772
1735484333.353758,104,0.24887113273143768
1735484556.7059817,105,0.17683279514312744
1735484779.605598,106,0.19085387885570526
1735485000.8952534,107,0.20626132190227509
1735485224.54503,108,0.23944683372974396
1735485448.9025328,109,0.22101375460624695
1735485670.9341853,110,0.2156936675310135
1735485894.901444,111,0.2516654133796692
1735486119.3806815,112,0.22675730288028717
1735486342.6262567,113,0.23636837303638458
1735486564.4839556,114,0.20956502854824066
1735486786.2404354,115,0.227996826171875
1735487010.5082595,116,0.2174721658229828
1735487233.842961,117,0.2377002090215683
1735487458.4528348,118,0.17707496881484985
1735487683.1756694,119,0.2132190763950348
1735487904.876583,120,0.22749201953411102
1735488127.962718,121,0.2248711884021759
1735488351.7873533,122,0.2505572736263275
1735488575.403063,123,0.22681644558906555
1735488796.8147035,124,0.26274460554122925
1735489019.1002622,125,0.2367805391550064
1735489243.186635,126,0.22913245856761932
1735489465.0340495,127,0.23783990740776062
1735489688.0969577,128,0.2338797003030777
1735489911.0721662,129,0.20739060640335083
