Wall time,Step,Value
1735345562.8068423,0,0.006498902104794979
1735345787.577913,1,0.006966349668800831
1735346011.3693912,2,0.007392436731606722
1735346235.5702438,3,0.006997171323746443
1735346458.849646,4,0.007256795652210712
1735346681.9885583,5,0.007795157842338085
1735346907.2580411,6,0.008125492371618748
1735347130.7761219,7,0.006287684664130211
1735347354.1313336,8,0.008805125951766968
1735347577.9505603,9,0.006473496090620756
1735347801.3174534,10,0.00679211039096117
1735348025.3943677,11,0.006930953823029995
1735348248.0342498,12,0.00806096289306879
1735348471.8452792,13,0.008230326697230339
1735348696.1100755,14,0.009119786322116852
1735348918.2706795,15,0.00930427759885788
1735349139.9603326,16,0.008952098898589611
1735349363.7647147,17,0.012267823331058025
1735349588.8163202,18,0.010893069207668304
1735349812.490356,19,0.009530735202133656
1735350033.7689495,20,0.011526646092534065
1735350256.4432251,21,0.015434765256941319
1735350480.5103526,22,0.01527746208012104
1735350704.68176,23,0.012639258988201618
1735350928.7420788,24,0.010765278711915016
1735351152.3881917,25,0.016087600961327553
1735351376.3688886,26,0.01887744478881359
1735351600.6918545,27,0.017843924462795258
1735351825.0658884,28,0.021319467574357986
1735352050.6211698,29,0.018113333731889725
1735352273.468072,30,0.025767456740140915
1735352498.1233864,31,0.03326524794101715
1735352722.0040166,32,0.025378525257110596
1735352946.3431768,33,0.02874007076025009
1735353170.600313,34,0.025926439091563225
1735353393.344706,35,0.03135037422180176
1735353615.0421143,36,0.04512384533882141
1735353838.4008415,37,0.04790222644805908
1735354062.7982926,38,0.045384567230939865
1735354283.7351499,39,0.05074211210012436
1735354507.1921413,40,0.04163843020796776
1735354728.5660422,41,0.05468985438346863
1735354950.3701625,42,0.047360531985759735
1735355174.8026206,43,0.04938725754618645
1735355397.0349479,44,0.05032737925648689
1735355619.9781086,45,0.05190039426088333
1735355844.4002404,46,0.06796743720769882
1735356068.9266531,47,0.06310189515352249
1735356291.651755,48,0.05927001312375069
1735356515.9468784,49,0.06535570323467255
1735356738.801335,50,0.0661545991897583
1735356962.4153924,51,0.08388430625200272
1735357184.6695545,52,0.06550431996583939
1735357405.351822,53,0.06762299686670303
1735357628.1836567,54,0.09993723034858704
1735357853.1571455,55,0.07607292383909225
1735358075.6538794,56,0.08783023059368134
1735358299.4394984,57,0.09671489894390106
1735358522.2028809,58,0.07823584973812103
1735358744.294252,59,0.0956985279917717
1735358968.8881361,60,0.09804198145866394
1735359193.2920325,61,0.09397898614406586
1735359415.9908834,62,0.10516948997974396
1735359638.846148,63,0.0917946994304657
1735359861.7322452,64,0.0970563292503357
1735360085.0925279,65,0.09787306934595108
1735360306.9767022,66,0.11148279905319214
1735360530.5178993,67,0.13180489838123322
1735360754.4688425,68,0.11644415557384491
1735360978.1900237,69,0.09939701855182648
1735361200.9358673,70,0.11768771708011627
1735361423.6823444,71,0.13528461754322052
1735361646.962905,72,0.1232999935746193
1735361871.0635486,73,0.1122521162033081
1735362095.1436741,74,0.12019931524991989
1735362319.4903815,75,0.14567913115024567
1735362542.5790577,76,0.12323682010173798
1735362764.8753564,77,0.13903695344924927
1735362987.44444,78,0.136797234416008
